latitude,longitude,prix,surface,pieces,type_bien,code_postal,departement,ville
43.6036188,1.3886893,434500,111.0,4.0,Appartement,31300,31,Toulouse
43.6391219,1.4486548,205900,56.0,2.0,Appartement,31200,31,Toulouse
43.6391219,1.4486548,109900,40.0,2.0,Appartement,31200,31,Toulouse
43.6391219,1.4486548,327000,82.0,4.0,Appartement,31200,31,Toulouse
43.6391219,1.4486548,260000,66.0,3.0,Appartement,31200,31,Toulouse
43.6391219,1.4486548,214000,44.0,2.0,Appartement,31200,31,Toulouse
43.6391219,1.4486548,214000,39.0,2.0,Appartement,31200,31,Toulouse
43.6044303,1.4391951,269900,60.0,3.0,Appartement,31000,31,Toulouse
43.6044303,1.4391951,515000,80.0,3.0,Appartement,31000,31,Toulouse
43.6391219,1.4486548,185900,49.0,2.0,Appartement,31200,31,Toulouse
43.6036188,1.3886893,585000,107.0,4.0,Appartement,31300,31,Toulouse
43.6044303,1.4391951,326000,60.0,3.0,Appartement,31000,31,Toulouse
43.6036188,1.3886893,330000,69.0,3.0,Appartement,31300,31,Toulouse
43.6044303,1.4391951,205000,53.0,3.0,Appartement,31000,31,Toulouse
43.6391219,1.4486548,175000,46.0,2.0,Appartement,31200,31,Toulouse
43.6036188,1.3886893,174000,43.0,2.0,Appartement,31300,31,Toulouse
43.6044303,1.4391951,261113,68.0,3.0,Appartement,31000,31,Toulouse
43.6391219,1.4486548,279000,65.0,3.0,Appartement,31200,31,Toulouse
43.5652405,1.4728899,515000,85.0,3.0,Appartement,31400,31,Toulouse
43.5652405,1.4728899,232900,51.0,2.0,Appartement,31400,31,Toulouse
43.6044303,1.4391951,352000,66.0,3.0,Appartement,31000,31,Toulouse
43.6036188,1.3886893,465000,84.0,3.0,Appartement,31300,31,Toulouse
43.6044303,1.4391951,499000,66.0,3.0,Appartement,31000,31,Toulouse
43.6036188,1.3886893,789000,140.0,5.0,Appartement,31300,31,Toulouse
43.6036188,1.3886893,187000,29.0,2.0,Appartement,31300,31,Toulouse
43.6044303,1.4391951,625000,106.0,4.0,Appartement,31000,31,Toulouse
43.6391219,1.4486548,209500,44.0,2.0,Appartement,31200,31,Toulouse
43.5652405,1.4728899,365900,115.0,4.0,Appartement,31400,31,Toulouse
43.6044303,1.4391951,1046500,135.0,5.0,Appartement,31000,31,Toulouse
43.5652405,1.4728899,256000,67.0,3.0,Appartement,31400,31,Toulouse
43.5652405,1.4728899,660000,135.0,5.0,Maison,31400,31,Toulouse
43.6044303,1.4391951,795000,187.0,8.0,Maison,31000,32,Toulouse
44.8391049,-0.5814266,191250,44.0,2.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,324000,65.0,3.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,252000,53.0,2.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,480000,97.0,4.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,328999,65.0,3.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,423000,94.0,5.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,336000,74.0,3.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,289999,61.0,3.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,265000,56.0,2.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,268999,56.0,2.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,325001,65.0,3.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,343999,74.0,3.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,226999,45.0,2.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,282000,61.0,3.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,208999,41.0,2.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,331000,74.0,3.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,391000,84.0,4.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,219000,41.0,2.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,232000,45.0,2.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,301999,65.0,3.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,427999,90.0,4.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,340000,74.0,3.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,298999,65.0,3.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,436000,99.0,5.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,238000,45.0,2.0,Appartement,33000,33,Bordeaux
44.8456834,-0.553098,310200,78.0,4.0,Appartement,33100,33,Bordeaux
44.8391049,-0.5814266,205000,46.0,2.0,Appartement,33000,33,Bordeaux
44.8391049,-0.5814266,345000,66.0,3.0,Appartement,33000,33,Bordeaux
44.8829908,-0.5568152,841000,117.0,4.0,Appartement,33300,33,Bordeaux
44.8391049,-0.5814266,202500,44.0,2.0,Appartement,33000,33,Bordeaux
44.8829908,-0.5568152,330000,85.0,4.0,Appartement,33300,33,Bordeaux
44.8391049,-0.5814266,344000,49.0,2.0,Appartement,33000,33,Bordeaux
43.5991683,3.8650034,129900,50.7,2.0,Appartement,34070,34,Montpellier
43.5991683,3.8650034,320000,89.0,4.0,Appartement,34070,34,Montpellier
43.5991683,3.8650034,119000,44.5,2.0,Appartement,34070,34,Montpellier
43.6316416,3.8651679,179000,42.1,2.0,Appartement,34090,34,Montpellier
43.6147233,3.879268,625000,95.0,4.0,Appartement,34000,34,Montpellier
43.5991683,3.8650034,175000,55.0,3.0,Appartement,34070,34,Montpellier
43.6147233,3.879268,235562,72.0,3.0,Appartement,34000,34,Montpellier
43.6147233,3.879268,339000,71.0,3.0,Appartement,34000,34,Montpellier
43.6147233,3.879268,227400,44.0,2.0,Appartement,34000,34,Montpellier
43.6147233,3.879268,273000,69.0,3.0,Appartement,34000,34,Montpellier
43.6147233,3.879268,195426,71.0,3.0,Appartement,34000,34,Montpellier
43.6147233,3.879268,270999,72.0,3.0,Appartement,34000,34,Montpellier
43.5991683,3.8650034,256247,70.0,4.0,Appartement,34070,34,Montpellier
43.5991683,3.8650034,164900,57.9,3.0,Appartement,34070,34,Montpellier
43.6147233,3.879268,199900,48.1,2.0,Appartement,34000,34,Montpellier
43.610205,3.8027649,377000,91.0,4.0,Appartement,34080,34,Montpellier
43.6147233,3.879268,385000,65.0,3.0,Appartement,34000,34,Montpellier
43.610205,3.8027649,614000,132.0,5.0,Appartement,34080,34,Montpellier
43.610205,3.8027649,456000,111.0,4.0,Appartement,34080,34,Montpellier
43.6147233,3.879268,355075,100.0,4.0,Appartement,34000,34,Montpellier
48.1119795,-1.691532,249900,47.0,3.0,Appartement,35000,35,Rennes
48.1119795,-1.691532,259900,52.0,2.0,Appartement,35000,35,Rennes
48.1119795,-1.691532,145000,42.0,2.0,Appartement,35000,35,Rennes
48.1119795,-1.691532,158800,38.0,2.0,Appartement,35000,35,Rennes
48.1323128,-1.6575847,789900,195.0,8.0,Maison,35700,35,Rennes
48.1119795,-1.691532,269900,64.0,3.0,Appartement,35000,35,Rennes
48.1119795,-1.691532,296500,63.0,3.0,Appartement,35000,35,Rennes
48.1119795,-1.691532,159990,42.0,2.0,Appartement,35000,35,Rennes
48.1119795,-1.691532,138690,40.0,2.0,Appartement,35000,35,Rennes
48.1119795,-1.691532,384000,86.0,4.0,Appartement,35000,35,Rennes
48.1119795,-1.691532,350000,70.0,3.0,Appartement,35000,35,Rennes
48.1119795,-1.691532,284000,67.0,3.0,Appartement,35000,35,Rennes
48.1119795,-1.691532,570000,115.0,4.0,Appartement,35000,35,Rennes
48.1119795,-1.691532,60000,15.7,1.0,Appartement,35000,35,Rennes
48.1323128,-1.6575847,295000,48.0,2.0,Appartement,35700,35,Rennes
47.3852447,0.6881351,166999,39.0,2.0,Appartement,37000,37,Tours
47.3852447,0.6881351,169999,46.0,2.0,Appartement,37000,37,Tours
47.4190924,0.702471,255000,88.0,4.0,Appartement,37100,37,Tours
47.4190924,0.702471,260000,86.0,4.0,Appartement,37100,37,Tours
47.3852447,0.6881351,400000,105.0,5.0,Appartement,37000,37,Tours
47.3852447,0.6881351,213000,56.0,3.0,Appartement,37000,37,Tours
47.3852447,0.6881351,314000,82.0,4.0,Appartement,37000,37,Tours
47.4190924,0.702471,172917,59.0,3.0,Appartement,37100,37,Tours
47.3852447,0.6881351,399604,99.0,5.0,Appartement,37000,37,Tours
47.3852447,0.6881351,234083,79.0,4.0,Appartement,37000,37,Tours
47.3852447,0.6881351,139900,41.0,2.0,Appartement,37000,37,Tours
47.3852447,0.6881351,247046,60.0,3.0,Appartement,37000,37,Tours
47.3852447,0.6881351,263000,89.0,4.0,Appartement,37000,37,Tours
47.4190924,0.702471,88000,27.0,1.0,Appartement,37100,37,Tours
47.3852447,0.6881351,229800,52.0,3.0,Appartement,37000,37,Tours
47.4190924,0.702471,199000,59.0,3.0,Appartement,37100,37,Tours
47.4190924,0.702471,305900,100.0,4.0,Appartement,37100,37,Tours
47.4190924,0.702471,210900,72.0,3.0,Appartement,37100,37,Tours
47.3852447,0.6881351,197900,63.5,3.0,Appartement,37000,37,Tours
47.3852447,0.6881351,149900,43.0,2.0,Appartement,37000,37,Tours
47.3852447,0.6881351,305900,99.4,4.0,Appartement,37000,37,Tours
47.4631294,-0.5408982,474000,115.0,5.0,Maison,49000,37,Angers
47.4190924,0.702471,319000,85.0,4.0,Appartement,37100,37,Tours
47.4190924,0.702471,278100,63.0,3.0,Appartement,37100,37,Tours
47.4190924,0.702471,429000,82.0,3.0,Appartement,37100,37,Tours
47.3852447,0.6881351,233000,101.0,4.0,Appartement,37000,37,Tours
47.3621517,0.7004776,150000,81.0,5.0,Appartement,37200,37,Tours
47.3852447,0.6881351,473300,78.8,3.0,Appartement,37000,37,Tours
47.3852447,0.6881351,633000,189.0,6.0,Appartement,37000,37,Tours
47.4190924,0.702471,313000,77.0,4.0,Appartement,37100,37,Tours
47.4190924,0.702471,244000,62.0,3.0,Appartement,37100,37,Tours
47.3852447,0.6881351,549000,160.0,5.0,Appartement,37000,37,Tours
47.3621517,0.7004776,124800,86.9,4.0,Appartement,37200,37,Tours
47.3852447,0.6881351,269900,88.3,3.0,Appartement,37000,37,Tours
47.4190924,0.702471,222000,60.0,3.0,Appartement,37100,37,Tours
47.4190924,0.702471,197000,46.0,2.0,Appartement,37100,37,Tours
47.3852447,0.6881351,181988,39.0,2.0,Appartement,37000,37,Tours
47.4631294,-0.5408982,598000,162.0,6.0,Maison,49000,37,Angers
45.7340708,4.8693803,194000,25.0,1.0,Appartement,69008,38,Lyon
47.331844,5.0447381,160000,75.2,3.0,Appartement,21000,39,Dijon
44.8538685,-0.6165877,217900,48.0,2.0,Appartement,33200,40,Bordeaux
44.8829908,-0.5568152,260000,79.0,4.0,Appartement,33300,40,Bordeaux
47.3852447,0.6881351,325877,63.6,3.0,Appartement,37000,41,Tours
45.4094272,4.428537,65000,59.0,3.0,Appartement,42100,42,Saint-Étienne
45.4321992,4.2990148,155000,86.0,4.0,Maison,42230,42,Saint-Étienne
45.4509921,4.3896191,56000,56.0,3.0,Appartement,42000,42,Saint-Étienne
45.4094272,4.428537,46000,64.0,3.0,Appartement,42100,42,Saint-Étienne
45.4509921,4.3896191,179000,65.0,3.0,Appartement,42000,42,Saint-Étienne
45.4509921,4.3896191,154900,75.0,3.0,Appartement,42000,42,Saint-Étienne
45.4509921,4.3896191,159900,72.0,3.0,Appartement,42000,42,Saint-Étienne
45.4509921,4.3896191,189900,75.0,3.0,Appartement,42000,42,Saint-Étienne
45.4509921,4.3896191,183000,70.0,3.0,Appartement,42000,42,Saint-Étienne
45.4509921,4.3896191,80000,65.0,3.0,Appartement,42000,42,Saint-Étienne
45.7803539,4.8255215,570000,100.0,4.0,Appartement,69004,42,Lyon
45.4509921,4.3896191,230000,84.0,4.0,Appartement,42000,42,Saint-Étienne
45.4509921,4.3896191,184010,64.0,4.0,Appartement,42000,42,Saint-Étienne
45.4509921,4.3896191,171400,68.0,3.0,Appartement,42000,42,Saint-Étienne
45.4509921,4.3896191,264000,105.0,5.0,Appartement,42000,42,Saint-Étienne
45.4509921,4.3896191,169900,74.0,3.0,Appartement,42000,42,Saint-Étienne
45.4509921,4.3896191,178031,65.0,3.0,Appartement,42000,42,Saint-Étienne
45.4509921,4.3896191,54800,51.7,2.0,Appartement,42000,42,Saint-Étienne
45.4509921,4.3896191,59500,50.9,2.0,Appartement,42000,42,Saint-Étienne
45.4509921,4.3896191,56200,51.2,2.0,Appartement,42000,42,Saint-Étienne
45.4509921,4.3896191,189400,76.0,3.0,Appartement,42000,42,Saint-Étienne
45.4509921,4.3896191,264000,106.0,5.0,Appartement,42000,42,Saint-Étienne
47.2463783,-1.5387866,224700,63.0,3.0,Appartement,44300,44,Nantes
47.1953218,-1.5425223,369000,100.0,5.0,Maison,44200,44,Nantes
47.2463783,-1.5387866,309000,83.0,4.0,Appartement,44300,44,Nantes
47.2463783,-1.5387866,181000,40.0,2.0,Appartement,44300,44,Nantes
47.1953218,-1.5425223,258200,70.0,3.0,Appartement,44200,44,Nantes
47.2232246,-1.5532911,274040,64.0,3.0,Appartement,44000,44,Nantes
47.2463783,-1.5387866,215000,59.0,3.0,Appartement,44300,44,Nantes
47.2463783,-1.5387866,475000,91.0,4.0,Appartement,44300,44,Nantes
47.2232246,-1.5532911,175000,37.0,2.0,Appartement,44000,44,Nantes
47.2232246,-1.5532911,213100,52.0,3.0,Appartement,44000,44,Nantes
47.2232246,-1.5532911,285000,80.0,4.0,Appartement,44000,44,Nantes
47.2115796,-1.588977,499000,108.0,4.0,Appartement,44100,44,Nantes
47.2232246,-1.5532911,232000,55.0,3.0,Appartement,44000,44,Nantes
47.4943373,-0.5508614,199000,47.0,2.0,Appartement,49100,49,Angers
48.008023,0.2038573,115000,58.0,2.0,Appartement,72000,49,Le Mans
47.4631294,-0.5408982,237000,66.0,3.0,Appartement,49000,49,Angers
47.4631294,-0.5408982,428000,105.0,4.0,Maison,49000,49,Angers
47.6481818,-0.7289861,129800,71.0,4.0,Maison,49220,49,Angers
47.4631294,-0.5408982,990000,122.0,5.0,Appartement,49000,49,Angers
47.4943373,-0.5508614,519750,122.0,5.0,Appartement,49100,49,Angers
47.4631294,-0.5408982,118000,41.0,2.0,Appartement,49000,49,Angers
47.4943373,-0.5508614,189000,68.0,3.0,Appartement,49100,49,Angers
47.4943373,-0.5508614,305000,100.0,5.0,Maison,49100,49,Angers
47.4631294,-0.5408982,350000,99.0,4.0,Appartement,49000,49,Angers
47.4631294,-0.5408982,169625,53.0,2.0,Appartement,49000,49,Angers
47.4943373,-0.5508614,287500,92.0,4.0,Maison,49100,49,Angers
47.4943373,-0.5508614,293000,64.0,3.0,Appartement,49100,49,Angers
47.4943373,-0.5508614,304000,61.0,3.0,Appartement,49100,49,Angers
47.4943373,-0.5508614,203700,72.0,3.0,Appartement,49100,49,Angers
47.4631294,-0.5408982,250000,72.0,3.0,Appartement,49000,49,Angers
47.4631294,-0.5408982,280000,105.0,5.0,Appartement,49000,49,Angers
47.4631294,-0.5408982,243475,88.0,4.0,Appartement,49000,49,Angers
47.4631294,-0.5408982,247000,68.0,3.0,Appartement,49000,49,Angers
47.4631294,-0.5408982,109000,18.0,1.0,Appartement,49000,49,Angers
47.4943373,-0.5508614,239000,71.0,3.0,Appartement,49100,49,Angers
47.4631294,-0.5408982,187000,45.0,2.0,Appartement,49000,49,Angers
47.4943373,-0.5508614,369000,85.0,4.0,Appartement,49100,49,Angers
47.4631294,-0.5408982,990000,122.0,5.0,Appartement,49000,49,Angers
47.4631294,-0.5408982,443000,115.0,4.0,Maison,49000,49,Angers
47.4631294,-0.5408982,290000,106.0,5.0,Appartement,49000,49,Angers
47.4631294,-0.5408982,250000,88.2,4.0,Appartement,49000,49,Angers
47.4943373,-0.5508614,305900,91.0,4.0,Appartement,49100,49,Angers
47.4631294,-0.5408982,231000,64.0,3.0,Appartement,49000,49,Angers
47.4631294,-0.5408982,420000,150.0,6.0,Maison,49000,49,Angers
47.4943373,-0.5508614,204000,63.0,3.0,Appartement,49100,49,Angers
47.4631294,-0.5408982,310200,100.0,4.0,Appartement,49000,49,Angers
47.4631294,-0.5408982,258475,83.0,4.0,Appartement,49000,49,Angers
47.4631294,-0.5408982,310000,90.0,5.0,Maison,49000,49,Angers
47.4631294,-0.5408982,301554,86.0,4.0,Appartement,49000,49,Angers
47.4631294,-0.5408982,223150,70.0,3.0,Appartement,49000,49,Angers
47.4631294,-0.5408982,224000,45.0,2.0,Appartement,49000,49,Angers
47.4631294,-0.5408982,144000,64.0,4.0,Appartement,49000,49,Angers
47.4631294,-0.5408982,429000,105.0,4.0,Maison,49000,49,Angers
47.4631294,-0.5408982,237000,67.0,3.0,Appartement,49000,49,Angers
47.4943373,-0.5508614,210000,60.0,3.0,Appartement,49100,49,Angers
47.4943373,-0.5508614,299000,95.0,4.0,Appartement,49100,49,Angers
48.008023,0.2038573,435000,174.0,8.0,Maison,72000,49,Le Mans
49.2534078,4.0482781,276000,80.0,4.0,Appartement,51100,51,Reims
49.2534078,4.0482781,193000,43.0,2.0,Appartement,51100,51,Reims
49.2534078,4.0482781,324000,56.0,2.0,Appartement,51100,51,Reims
48.965737,4.3761893,323900,66.0,3.0,Appartement,51000,51,Reims
48.965737,4.3761893,511900,108.0,4.0,Appartement,51000,51,Reims
49.2534078,4.0482781,585000,102.0,4.0,Appartement,51100,51,Reims
49.2534078,4.0482781,695000,132.0,5.0,Appartement,51100,51,Reims
48.965737,4.3761893,621900,97.0,4.0,Appartement,51000,51,Reims
48.965737,4.3761893,185900,38.0,2.0,Appartement,51000,51,Reims
49.2534078,4.0482781,139000,50.0,2.0,Appartement,51100,51,Reims
49.2534078,4.0482781,610000,105.0,5.0,Appartement,51100,51,Reims
49.2534078,4.0482781,548000,124.0,5.0,Appartement,51100,51,Reims
49.2534078,4.0482781,535000,86.0,4.0,Appartement,51100,51,Reims
49.2534078,4.0482781,310000,103.0,6.0,Maison,51100,51,Reims
49.2534078,4.0482781,455000,140.0,5.0,Appartement,51100,51,Reims
49.2534078,4.0482781,332000,70.0,3.0,Appartement,51100,51,Reims
49.2534078,4.0482781,535000,100.0,4.0,Appartement,51100,51,Reims
49.2534078,4.0482781,159000,49.0,2.0,Appartement,51100,51,Reims
49.2534078,4.0482781,306000,89.0,4.0,Appartement,51100,51,Reims
49.2534078,4.0482781,205000,61.0,3.0,Appartement,51100,51,Reims
49.2534078,4.0482781,189000,65.0,3.0,Appartement,51100,51,Reims
49.2534078,4.0482781,241000,70.0,3.0,Appartement,51100,51,Reims
49.2534078,4.0482781,589000,132.0,5.0,Appartement,51100,51,Reims
49.2534078,4.0482781,312000,80.0,4.0,Appartement,51100,51,Reims
49.2534078,4.0482781,332000,65.0,3.0,Appartement,51100,51,Reims
49.2534078,4.0482781,469000,96.0,4.0,Appartement,51100,51,Reims
49.2534078,4.0482781,265000,48.0,2.0,Appartement,51100,51,Reims
49.2534078,4.0482781,309120,56.0,2.0,Appartement,51100,51,Reims
49.2534078,4.0482781,589000,123.0,5.0,Appartement,51100,51,Reims
49.2534078,4.0482781,205900,47.0,2.0,Appartement,51100,51,Reims
49.2534078,4.0482781,254240,57.0,3.0,Appartement,51100,51,Reims
49.2534078,4.0482781,292000,79.0,4.0,Appartement,51100,51,Reims
49.2534078,4.0482781,360000,65.0,3.0,Appartement,51100,51,Reims
49.2534078,4.0482781,293000,48.0,2.0,Appartement,51100,51,Reims
49.2534078,4.0482781,666000,105.0,5.0,Appartement,51100,51,Reims
49.2534078,4.0482781,762000,134.0,5.0,Appartement,51100,51,Reims
49.2534078,4.0482781,591000,86.0,4.0,Appartement,51100,51,Reims
49.2534078,4.0482781,491000,96.0,4.0,Appartement,51100,51,Reims
49.2534078,4.0482781,70700,21.0,1.0,Appartement,51100,51,Reims
49.2534078,4.0482781,158350,81.0,4.0,Appartement,51100,51,Reims
49.2534078,4.0482781,490000,96.0,4.0,Appartement,51100,51,Reims
49.2534078,4.0482781,695000,134.0,5.0,Appartement,51100,51,Reims
49.2534078,4.0482781,247500,88.0,4.0,Maison,51100,51,Reims
49.2534078,4.0482781,233000,66.0,3.0,Appartement,51100,51,Reims
49.2534078,4.0482781,210000,40.0,1.0,Appartement,51100,51,Reims
49.2534078,4.0482781,685000,128.0,5.0,Appartement,51100,51,Reims
49.2534078,4.0482781,171000,43.0,2.0,Appartement,51100,51,Reims
49.2534078,4.0482781,571000,120.0,5.0,Appartement,51100,51,Reims
49.2534078,4.0482781,461900,108.0,4.0,Appartement,51100,51,Reims
49.2534078,4.0482781,447273,65.0,3.0,Appartement,51100,51,Reims
49.2534078,4.0482781,182750,90.4,5.0,Appartement,51100,52,Reims
49.2534078,4.0482781,250000,49.7,2.0,Appartement,51100,52,Reims
48.1119795,-1.691532,196635,44.0,2.0,Appartement,35000,53,Rennes
48.6898134,6.180931,88000,46.0,2.0,Appartement,54000,54,Nancy
48.6898134,6.180931,226000,57.0,3.0,Appartement,54000,54,Nancy
48.6880666,6.1811504,154725,62.0,3.0,Appartement,54100,54,Nancy
48.5947274,7.7742476,234000,42.0,2.0,Appartement,67000,54,Strasbourg
48.6880666,6.1811504,120500,43.0,2.0,Appartement,54100,54,Nancy
48.6898134,6.180931,251000,61.0,3.0,Appartement,54000,54,Nancy
48.6898134,6.180931,179900,40.0,2.0,Appartement,54000,54,Nancy
48.6898134,6.180931,242000,56.0,3.0,Appartement,54000,54,Nancy
48.6898134,6.180931,237131,82.0,4.0,Appartement,54000,54,Nancy
48.6898134,6.180931,174342,68.0,3.0,Appartement,54000,54,Nancy
48.6898134,6.180931,296000,83.0,4.0,Appartement,54000,54,Nancy
48.6898134,6.180931,350788,110.0,4.0,Appartement,54000,54,Nancy
48.6898134,6.180931,321483,109.0,4.0,Appartement,54000,54,Nancy
48.6898134,6.180931,65000,23.0,1.0,Appartement,54000,54,Nancy
48.6898134,6.180931,270000,72.0,3.0,Appartement,54000,54,Nancy
48.5947274,7.7742476,300700,60.1,3.0,Appartement,67000,54,Strasbourg
48.6898134,6.180931,166163,39.0,2.0,Appartement,54000,54,Nancy
48.6898134,6.180931,224188,61.0,3.0,Appartement,54000,54,Nancy
48.5947274,7.7742476,229463,47.5,2.0,Appartement,67000,54,Strasbourg
48.6880666,6.1811504,146730,40.0,2.0,Appartement,54100,54,Nancy
48.6898134,6.180931,262000,79.0,4.0,Appartement,54000,54,Nancy
48.6898134,6.180931,269000,67.0,3.0,Appartement,54000,54,Nancy
48.6898134,6.180931,155000,74.0,3.0,Appartement,54000,54,Nancy
48.6898134,6.180931,289246,82.0,4.0,Appartement,54000,54,Nancy
48.6898134,6.180931,240208,81.0,4.0,Appartement,54000,54,Nancy
48.6898134,6.180931,263000,61.0,3.0,Appartement,54000,54,Nancy
48.6898134,6.180931,267000,64.6,3.0,Appartement,54000,54,Nancy
48.6898134,6.180931,253000,59.8,3.0,Appartement,54000,54,Nancy
48.6898134,6.180931,265000,64.6,3.0,Appartement,54000,54,Nancy
48.6898134,6.180931,262000,61.8,3.0,Appartement,54000,54,Nancy
48.6898134,6.180931,249000,56.1,3.0,Appartement,54000,54,Nancy
48.6898134,6.180931,255000,59.8,3.0,Appartement,54000,54,Nancy
48.6898134,6.180931,307000,76.3,4.0,Appartement,54000,54,Nancy
48.6898134,6.180931,269000,64.6,3.0,Appartement,54000,54,Nancy
48.6898134,6.180931,258000,60.9,3.0,Appartement,54000,54,Nancy
48.6898134,6.180931,251000,61.8,3.0,Appartement,54000,54,Nancy
48.6898134,6.180931,270000,64.6,3.0,Appartement,54000,54,Nancy
48.6898134,6.180931,257000,61.8,3.0,Appartement,54000,54,Nancy
48.6898134,6.180931,259000,64.7,3.0,Appartement,54000,54,Nancy
48.6898134,6.180931,242000,56.1,3.0,Appartement,54000,54,Nancy
49.2534078,4.0482781,192000,44.0,2.0,Appartement,51100,55,Reims
49.2534078,4.0482781,322000,56.1,2.0,Appartement,51100,55,Reims
49.2534078,4.0482781,174900,39.0,2.0,Appartement,51100,55,Reims
47.2463783,-1.5387866,349000,121.0,5.0,Appartement,44300,56,Nantes
48.1119795,-1.691532,350000,59.0,3.0,Appartement,35000,56,Rennes
47.2463783,-1.5387866,351579,79.0,4.0,Appartement,44300,56,Nantes
48.5947274,7.7742476,199000,31.8,1.0,Appartement,67000,57,Strasbourg
48.6898134,6.180931,125000,39.0,2.0,Appartement,54000,57,Nancy
48.5947274,7.7742476,450000,74.7,3.0,Appartement,67000,57,Strasbourg
47.331844,5.0447381,170000,38.0,2.0,Appartement,21000,58,Dijon
48.008023,0.2038573,288000,79.7,4.0,Appartement,72000,61,Le Mans
45.795098,3.1107156,125000,41.0,2.0,Appartement,63100,63,Clermont-Ferrand
45.795098,3.1107156,68500,40.0,2.0,Appartement,63100,63,Clermont-Ferrand
45.772236,3.1107082,210000,80.0,3.0,Appartement,63000,63,Clermont-Ferrand
45.772236,3.1107082,265000,76.0,4.0,Appartement,63000,63,Clermont-Ferrand
