latitude,longitude,prix,surface,pieces,type_bien,code_postal,departement,ville
45.772236,3.1107082,430000,104.0,4.0,Appartement,63000,63,Clermont-Ferrand
45.772236,3.1107082,322500,63.0,3.0,Appartement,63000,63,Clermont-Ferrand
45.772236,3.1107082,263000,76.0,4.0,Appartement,63000,63,Clermont-Ferrand
45.772236,3.1107082,241083,76.0,4.0,Appartement,63000,63,Clermont-Ferrand
45.795098,3.1107156,209916,58.0,3.0,Appartement,63100,63,Clermont-Ferrand
45.772236,3.1107082,310221,69.0,3.0,Appartement,63000,63,Clermont-Ferrand
45.795098,3.1107156,191000,60.0,3.0,Appartement,63100,63,Clermont-Ferrand
45.772236,3.1107082,227400,60.0,3.0,Appartement,63000,63,Clermont-Ferrand
45.795098,3.1107156,171500,43.0,2.0,Appartement,63100,63,Clermont-Ferrand
45.772236,3.1107082,580000,124.0,5.0,Appartement,63000,63,Clermont-Ferrand
45.772236,3.1107082,400000,104.0,4.0,Appartement,63000,63,Clermont-Ferrand
45.772236,3.1107082,180000,40.0,2.0,Appartement,63000,63,Clermont-Ferrand
45.772236,3.1107082,183000,41.0,2.0,Appartement,63000,63,Clermont-Ferrand
45.772236,3.1107082,137400,38.0,2.0,Appartement,63000,63,Clermont-Ferrand
45.772236,3.1107082,263000,76.0,4.0,Appartement,63000,63,Clermont-Ferrand
45.772236,3.1107082,238800,59.0,3.0,Appartement,63000,63,Clermont-Ferrand
45.772236,3.1107082,342310,52.0,3.0,Appartement,63000,63,Clermont-Ferrand
45.772236,3.1107082,267000,60.0,3.0,Appartement,63000,63,Clermont-Ferrand
45.772236,3.1107082,241411,39.0,2.0,Appartement,63000,63,Clermont-Ferrand
45.772236,3.1107082,295000,76.0,4.0,Appartement,63000,63,Clermont-Ferrand
45.795098,3.1107156,129900,38.0,2.0,Appartement,63100,63,Clermont-Ferrand
45.772236,3.1107082,184999,41.0,2.0,Appartement,63000,63,Clermont-Ferrand
45.772236,3.1107082,172000,41.0,2.0,Appartement,63000,63,Clermont-Ferrand
45.772236,3.1107082,275900,74.0,4.0,Appartement,63000,63,Clermont-Ferrand
45.772236,3.1107082,232000,56.0,3.0,Appartement,63000,63,Clermont-Ferrand
45.772236,3.1107082,238999,58.0,3.0,Appartement,63000,63,Clermont-Ferrand
45.772236,3.1107082,201900,55.0,3.0,Appartement,63000,63,Clermont-Ferrand
45.772236,3.1107082,315000,92.0,4.0,Appartement,63000,63,Clermont-Ferrand
45.772236,3.1107082,134000,40.0,2.0,Appartement,63000,63,Clermont-Ferrand
45.795098,3.1107156,125000,41.0,2.0,Appartement,63100,63,Clermont-Ferrand
45.7429544,3.1311438,110070,18.0,1.0,Appartement,63170,63,Clermont-Ferrand
45.772236,3.1107082,189000,32.0,1.0,Appartement,63000,63,Clermont-Ferrand
48.5346123,7.7809064,155800,42.2,2.0,Appartement,67100,67,Strasbourg
48.5346123,7.7809064,267000,91.7,4.0,Appartement,67100,67,Strasbourg
48.5947274,7.7742476,154900,45.0,1.0,Appartement,67000,67,Strasbourg
48.5947274,7.7742476,150558,41.0,2.0,Appartement,67000,67,Strasbourg
48.5346123,7.7809064,158500,43.0,2.0,Appartement,67100,67,Strasbourg
48.5346123,7.7809064,199000,66.0,3.0,Appartement,67100,67,Strasbourg
48.5346123,7.7809064,240900,75.0,4.0,Appartement,67100,67,Strasbourg
48.6898134,6.180931,139000,58.0,3.0,Appartement,54000,67,Nancy
48.5947274,7.7742476,294000,54.0,2.0,Appartement,67000,67,Strasbourg
48.5947274,7.7742476,277500,90.0,4.0,Appartement,67000,67,Strasbourg
48.5346123,7.7809064,209800,60.0,3.0,Appartement,67100,67,Strasbourg
48.5346123,7.7809064,261900,79.0,4.0,Appartement,67100,67,Strasbourg
48.5346123,7.7809064,157500,65.0,3.0,Appartement,67100,67,Strasbourg
48.5346123,7.7809064,250000,77.0,4.0,Appartement,67100,67,Strasbourg
48.5346123,7.7809064,327800,64.8,3.0,Appartement,67100,67,Strasbourg
48.5947274,7.7742476,550000,82.0,4.0,Appartement,67000,67,Strasbourg
48.5947274,7.7742476,995000,170.0,8.0,Appartement,67000,67,Strasbourg
48.5346123,7.7809064,481000,92.0,4.0,Appartement,67100,67,Strasbourg
48.5346123,7.7809064,285000,102.0,5.0,Appartement,67100,67,Strasbourg
48.5947274,7.7742476,500400,85.0,4.0,Appartement,67000,67,Strasbourg
48.5947274,7.7742476,1074000,130.0,5.0,Appartement,67000,67,Strasbourg
48.5947274,7.7742476,764000,106.1,5.0,Appartement,67000,67,Strasbourg
48.5947274,7.7742476,444920,81.5,4.0,Appartement,67000,67,Strasbourg
48.5786951,7.7109979,159000,53.7,2.0,Appartement,67200,67,Strasbourg
48.5947274,7.7742476,615000,83.7,4.0,Appartement,67000,67,Strasbourg
48.5947274,7.7742476,396000,63.7,3.0,Appartement,67000,67,Strasbourg
48.5947274,7.7742476,453000,91.5,5.0,Appartement,67000,67,Strasbourg
48.5786951,7.7109979,188000,120.0,6.0,Maison,67200,67,Strasbourg
48.5947274,7.7742476,678900,84.0,4.0,Appartement,67000,67,Strasbourg
48.5947274,7.7742476,799900,107.0,5.0,Appartement,67000,67,Strasbourg
48.5947274,7.7742476,528900,91.0,3.0,Appartement,67000,67,Strasbourg
48.5947274,7.7742476,1199000,121.0,5.0,Appartement,67000,67,Strasbourg
48.5947274,7.7742476,399000,64.0,3.0,Appartement,67000,67,Strasbourg
48.5947274,7.7742476,654900,91.0,5.0,Appartement,67000,67,Strasbourg
48.5947274,7.7742476,539900,80.0,4.0,Appartement,67000,67,Strasbourg
48.5947274,7.7742476,186000,60.8,3.0,Appartement,67000,67,Strasbourg
48.5947274,7.7742476,361956,82.5,4.0,Appartement,67000,67,Strasbourg
48.5947274,7.7742476,113860,24.8,1.0,Appartement,67000,67,Strasbourg
48.5346123,7.7809064,186000,60.8,3.0,Appartement,67100,67,Strasbourg
48.5346123,7.7809064,317946,78.9,4.0,Appartement,67100,67,Strasbourg
48.5947274,7.7742476,367940,96.8,4.0,Appartement,67000,67,Strasbourg
48.5346123,7.7809064,242468,94.9,5.0,Appartement,67100,67,Strasbourg
48.5947274,7.7742476,989986,250.5,10.0,Appartement,67000,67,Strasbourg
48.5947274,7.7742476,151980,36.4,1.0,Appartement,67000,67,Strasbourg
48.5346123,7.7809064,367940,96.8,4.0,Appartement,67100,67,Strasbourg
48.5786951,7.7109979,151980,36.4,1.0,Appartement,67200,67,Strasbourg
48.5947274,7.7742476,349000,55.0,3.0,Appartement,67000,68,Strasbourg
45.7513435,4.8760361,190000,31.0,2.0,Appartement,69003,69,Lyon
45.7323369,4.8347936,375000,91.0,4.0,Appartement,69007,69,Lyon
45.7513435,4.8760361,140000,33.0,2.0,Appartement,69003,69,Lyon
45.7462374,4.8227371,440000,79.0,3.0,Appartement,69002,69,Lyon
45.7462374,4.8227371,292000,43.0,2.0,Appartement,69002,69,Lyon
45.7513435,4.8760361,180000,37.0,1.0,Appartement,69003,69,Lyon
45.7462374,4.8227371,376000,72.0,3.0,Appartement,69002,69,Lyon
45.7803539,4.8255215,365000,92.0,4.0,Appartement,69004,69,Lyon
45.7462374,4.8227371,383000,60.0,3.0,Appartement,69002,69,Lyon
45.7555156,4.8036379,330000,76.0,3.0,Appartement,69005,69,Lyon
45.7513435,4.8760361,215000,51.0,2.0,Maison,69003,69,Lyon
45.7803539,4.8255215,795000,103.0,4.0,Appartement,69004,69,Lyon
45.7323369,4.8347936,622999,104.0,5.0,Appartement,69007,69,Lyon
45.7323369,4.8347936,495000,83.0,4.0,Appartement,69007,69,Lyon
45.7835048,4.8021668,550000,103.0,5.0,Appartement,69009,69,Lyon
45.7340708,4.8693803,300500,59.0,3.0,Appartement,69008,69,Lyon
47.331844,5.0447381,105000,37.0,2.0,Appartement,21000,70,Dijon
47.331844,5.0447381,245000,84.0,5.0,Appartement,21000,70,Dijon
45.7462374,4.8227371,765000,114.8,5.0,Appartement,69002,71,Lyon
45.7803539,4.8255215,649000,145.0,5.0,Appartement,69004,71,Lyon
48.008023,0.2038573,288000,79.0,4.0,Appartement,72000,72,Le Mans
48.008023,0.2038573,245040,41.0,2.0,Appartement,72000,72,Le Mans
48.008023,0.2038573,398000,100.0,4.0,Appartement,72000,72,Le Mans
48.008023,0.2038573,210400,60.0,3.0,Appartement,72000,72,Le Mans
47.4631294,-0.5408982,462000,112.0,5.0,Maison,49000,72,Angers
48.008023,0.2038573,340000,71.0,3.0,Appartement,72000,72,Le Mans
48.008023,0.2038573,162900,39.0,2.0,Appartement,72000,72,Le Mans
48.008023,0.2038573,288000,79.0,4.0,Appartement,72000,72,Le Mans
48.008023,0.2038573,351500,71.0,3.0,Appartement,72000,72,Le Mans
48.008023,0.2038573,245040,41.0,2.0,Appartement,72000,72,Le Mans
48.008023,0.2038573,361900,101.0,4.0,Appartement,72000,72,Le Mans
48.008023,0.2038573,352917,101.0,4.0,Appartement,72000,72,Le Mans
47.4943373,-0.5508614,265000,65.0,3.0,Appartement,49100,72,Angers
48.008023,0.2038573,352916,100.0,4.0,Appartement,72000,72,Le Mans
48.008023,0.2038573,184900,67.0,3.0,Appartement,72000,72,Le Mans
48.008023,0.2038573,279900,114.0,6.0,Maison,72000,72,Le Mans
48.008023,0.2038573,182900,39.0,2.0,Appartement,72000,72,Le Mans
48.008023,0.2038573,171900,39.0,2.0,Appartement,72000,72,Le Mans
48.008023,0.2038573,162900,39.0,2.0,Appartement,72000,72,Le Mans
47.9631872,0.2089294,70000,22.5,1.0,Appartement,72100,72,Le Mans
48.008023,0.2038573,348000,79.0,4.0,Appartement,72000,72,Le Mans
48.008023,0.2038573,238000,60.0,3.0,Appartement,72000,72,Le Mans
48.008023,0.2038573,560000,121.0,6.0,Appartement,72000,72,Le Mans
48.008023,0.2038573,189000,45.0,2.0,Appartement,72000,72,Le Mans
48.008023,0.2038573,159980,90.0,4.0,Maison,72000,72,Le Mans
48.008023,0.2038573,60000,18.0,1.0,Appartement,72000,72,Le Mans
48.008023,0.2038573,303990,132.0,7.0,Maison,72000,72,Le Mans
48.008023,0.2038573,199990,105.0,6.0,Maison,72000,72,Le Mans
48.008023,0.2038573,292000,113.9,6.0,Maison,72000,72,Le Mans
48.854928,2.2553299,1150000,69.9,3.0,Appartement,75016,75,Paris
48.8295585,2.323974,400000,38.0,2.0,Appartement,75014,75,Paris
48.8295585,2.323974,688200,50.0,2.0,Appartement,75014,75,Paris
48.8414302,2.2961649,483000,86.0,4.0,Appartement,75015,75,Paris
48.8600808,2.3781399,385000,37.0,2.0,Appartement,75011,75,Paris
48.8770673,2.3379172,900000,95.0,4.0,Appartement,75009,75,Paris
48.8733792,2.3111527,4780000,171.0,6.0,Appartement,75008,75,Paris
48.8626858,2.3586866,769000,60.0,3.0,Appartement,75003,75,Paris
48.8352003,2.4451359,625000,129.0,3.0,Appartement,75012,75,Paris
48.8770673,2.3379172,780000,80.0,4.0,Appartement,75009,75,Paris
48.8869876,2.3830496,192000,23.0,1.0,Appartement,75019,75,Paris
48.8916223,2.3479768,269000,39.0,2.0,Appartement,75018,75,Paris
48.8295585,2.323974,238000,25.0,1.0,Appartement,75014,75,Paris
48.8298445,2.3630439,565000,63.0,3.0,Appartement,75013,75,Paris
48.8295585,2.323974,545000,52.0,3.0,Appartement,75014,75,Paris
48.8414302,2.2961649,849000,107.0,5.0,Appartement,75015,75,Paris
48.854928,2.2553299,1490000,127.4,6.0,Appartement,75016,75,Paris
48.8873906,2.3064833,756000,78.0,3.0,Appartement,75017,75,Paris
48.8352003,2.4451359,399000,35.0,2.0,Appartement,75012,75,Paris
48.8916223,2.3479768,269000,39.0,1.0,Appartement,75018,75,Paris
48.8541478,2.3568079,4475000,177.3,6.0,Appartement,75004,75,Paris
48.8873906,2.3064833,490000,40.0,2.0,Appartement,75017,75,Paris
48.8414302,2.2961649,495000,55.0,2.0,Appartement,75015,75,Paris
48.8869876,2.3830496,473000,60.0,3.0,Appartement,75019,75,Paris
48.8493765,2.3322544,1260000,54.0,2.0,Appartement,75006,75,Paris
48.8600808,2.3781399,580000,47.0,2.0,Appartement,75011,75,Paris
48.8618219,2.4010758,699000,74.0,3.0,Appartement,75020,75,Paris
48.8873906,2.3064833,690000,65.0,3.0,Appartement,75017,75,Paris
48.8760081,2.360445,295000,27.0,2.0,Appartement,75010,75,Paris
48.8916223,2.3479768,289000,36.2,2.0,Appartement,75018,75,Paris
48.854909,2.3128667,1495000,119.1,5.0,Appartement,75007,75,Paris
48.854928,2.2553299,405000,39.0,1.0,Appartement,75016,75,Paris
48.854928,2.2553299,2105000,152.0,6.0,Appartement,75016,75,Paris
48.854928,2.2553299,750000,45.0,2.0,Appartement,75016,75,Paris
48.854928,2.2553299,900000,93.0,4.0,Appartement,75016,75,Paris
48.854928,2.2553299,480000,30.0,2.0,Appartement,75016,75,Paris
48.854928,2.2553299,2200000,230.0,7.0,Appartement,75016,75,Paris
48.854928,2.2553299,1490000,127.0,4.0,Appartement,75016,75,Paris
48.854928,2.2553299,4850000,315.0,7.0,Appartement,75016,75,Paris
48.8493765,2.3322544,698000,45.0,1.0,Appartement,75006,75,Paris
48.8733792,2.3111527,3120000,115.0,4.0,Appartement,75008,75,Paris
48.8916223,2.3479768,275100,28.0,2.0,Appartement,75018,75,Paris
48.8295585,2.323974,275000,24.0,1.0,Appartement,75014,75,Paris
48.8733792,2.3111527,1990000,242.0,6.0,Appartement,75008,75,Paris
48.8295585,2.323974,2800200,200.0,2.0,Appartement,75014,75,Paris
48.8869876,2.3830496,359000,57.0,2.0,Appartement,75019,75,Paris
48.9334215,2.3624387,180200,47.4,2.0,Appartement,93200,75,Saint-Denis
48.8873906,2.3064833,1990000,187.0,7.0,Appartement,75017,75,Paris
48.8916223,2.3479768,900000,90.0,4.0,Appartement,75018,75,Paris
48.8916223,2.3479768,1750000,130.0,5.0,Appartement,75018,75,Paris
48.8916223,2.3479768,1210000,105.0,4.0,Appartement,75018,75,Paris
48.8600808,2.3781399,2390000,188.0,7.0,Maison,75011,75,Paris
48.8618219,2.4010758,359000,57.0,2.0,Appartement,75020,75,Paris
48.8916223,2.3479768,2700000,148.0,5.0,Appartement,75018,75,Paris
48.8916223,2.3479768,1269000,107.0,5.0,Appartement,75018,75,Paris
48.8600808,2.3781399,489000,46.0,2.0,Appartement,75011,75,Paris
48.854928,2.2553299,1040000,75.0,3.0,Appartement,75016,75,Paris
48.8414302,2.2961649,440000,50.0,2.0,Appartement,75015,75,Paris
48.8618219,2.4010758,198000,18.0,1.0,Appartement,75020,75,Paris
48.8733792,2.3111527,400000,35.1,2.0,Appartement,75008,75,Paris
48.8916223,2.3479768,860000,80.0,3.0,Appartement,75018,75,Paris
48.8873906,2.3064833,245000,36.6,1.0,Appartement,75017,75,Paris
48.8454189,2.3525824,480000,38.0,2.0,Appartement,75005,75,Paris
48.8493765,2.3322544,590000,31.0,1.0,Appartement,75006,75,Paris
48.8873906,2.3064833,725000,56.3,3.0,Appartement,75017,75,Paris
48.8618219,2.4010758,191000,22.0,1.0,Appartement,75020,75,Paris
48.8873906,2.3064833,525000,42.0,2.0,Appartement,75017,75,Paris
48.8493765,2.3322544,700000,40.0,2.0,Appartement,75006,75,Paris
48.8493765,2.3322544,433900,32.0,1.0,Appartement,75006,75,Paris
48.8873906,2.3064833,490000,43.1,2.0,Appartement,75017,75,Paris
48.8873906,2.3064833,195000,13.1,1.0,Appartement,75017,75,Paris
48.8493765,2.3322544,690000,53.0,2.0,Appartement,75006,75,Paris
48.8454189,2.3525824,624000,50.0,3.0,Appartement,75005,75,Paris
48.8414302,2.2961649,990000,92.7,4.0,Appartement,75015,75,Paris
48.8770673,2.3379172,515500,39.1,2.0,Appartement,75009,75,Paris
48.8733792,2.3111527,1820000,86.0,4.0,Appartement,75008,75,Paris
48.8541478,2.3568079,850000,62.0,3.0,Appartement,75004,75,Paris
48.854928,2.2553299,517000,41.0,2.0,Appartement,75016,75,Paris
48.854928,2.2553299,3350000,223.0,7.0,Appartement,75016,75,Paris
48.854928,2.2553299,575000,50.0,1.0,Appartement,75016,75,Paris
48.8414302,2.2961649,270000,41.0,2.0,Appartement,75015,75,Paris
48.8414302,2.2961649,535000,60.0,3.0,Appartement,75015,75,Paris
48.8600808,2.3781399,1236000,111.0,5.0,Appartement,75011,75,Paris
49.4958928,0.1276081,179000,64.0,3.0,Maison,76600,76,Le Havre
49.5130241,0.1058159,176000,65.0,3.0,Maison,76620,76,Le Havre
49.5130241,0.1058159,230000,85.0,4.0,Maison,76620,76,Le Havre
49.4958928,0.1276081,215000,86.0,4.0,Maison,76600,76,Le Havre
49.4958928,0.1276081,159000,77.0,3.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,165000,79.0,4.0,Maison,76600,76,Le Havre
49.4958928,0.1276081,106000,55.0,2.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,252100,81.0,4.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,219100,65.0,3.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,248531,66.0,3.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,252900,83.0,4.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,226400,68.0,3.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,179000,50.0,2.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,227000,72.0,3.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,226100,69.0,3.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,197118,52.0,2.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,229000,69.0,3.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,226400,71.0,3.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,232200,71.0,3.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,263600,83.0,4.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,182700,50.0,2.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,176700,50.0,2.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,224194,58.0,3.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,227334,57.0,3.0,Appartement,76600,76,Le Havre
49.4958928,0.1276081,234917,61.0,3.0,Appartement,76600,76,Le Havre
49.8987005,2.272457,191700,79.0,3.0,Maison,80000,80,Amiens
49.8987005,2.272457,108000,40.7,2.0,Appartement,80000,80,Amiens
49.8987005,2.272457,177450,41.0,2.0,Appartement,80000,80,Amiens
49.8987005,2.272457,251000,66.0,3.0,Appartement,80000,80,Amiens
49.8987005,2.272457,271000,69.0,3.0,Appartement,80000,80,Amiens
49.8987005,2.272457,254000,66.0,3.0,Appartement,80000,80,Amiens
49.8987005,2.272457,177000,41.0,2.0,Appartement,80000,80,Amiens
49.8987005,2.272457,237000,62.0,3.0,Appartement,80000,80,Amiens
49.8987005,2.272457,183000,44.0,2.0,Appartement,80000,80,Amiens
49.8987005,2.272457,157500,42.0,2.0,Appartement,80000,80,Amiens
49.8987005,2.272457,1410000,420.0,12.0,Maison,80000,80,Amiens
49.8987005,2.272457,239000,77.0,4.0,Appartement,80000,80,Amiens
49.8987005,2.272457,215000,55.0,3.0,Appartement,80000,80,Amiens
49.8987005,2.272457,216000,68.5,3.0,Appartement,80000,80,Amiens
49.8987005,2.272457,234000,64.0,3.0,Appartement,80000,80,Amiens
49.8987005,2.272457,225000,60.0,3.0,Appartement,80000,80,Amiens
49.8987005,2.272457,633000,129.0,5.0,Maison,80000,80,Amiens
49.8987005,2.272457,220000,45.0,2.0,Appartement,80000,80,Amiens
49.8987005,2.272457,177000,41.0,2.0,Appartement,80000,80,Amiens
49.8987005,2.272457,228000,60.0,3.0,Appartement,80000,80,Amiens
49.8987005,2.272457,200000,48.0,2.0,Appartement,80000,80,Amiens
49.8987005,2.272457,229000,60.0,3.0,Appartement,80000,80,Amiens
49.8987005,2.272457,234000,65.0,3.0,Appartement,80000,80,Amiens
49.8987005,2.272457,227000,63.0,3.0,Appartement,80000,80,Amiens
49.8987005,2.272457,469500,100.0,4.0,Appartement,80000,80,Amiens
49.8987005,2.272457,238000,64.0,3.0,Appartement,80000,80,Amiens
49.8987005,2.272457,188000,43.0,2.0,Appartement,80000,80,Amiens
49.8987005,2.272457,220000,64.0,3.0,Appartement,80000,80,Amiens
49.8987005,2.272457,150000,41.0,2.0,Appartement,80000,80,Amiens
49.8987005,2.272457,488000,89.0,4.0,Appartement,80000,80,Amiens
49.8987005,2.272457,403000,72.0,3.0,Appartement,80000,80,Amiens
49.8987005,2.272457,645000,109.0,5.0,Appartement,80000,80,Amiens
49.8987005,2.272457,598000,150.0,4.0,Appartement,80000,80,Amiens
49.8987005,2.272457,185000,82.0,3.0,Appartement,80000,80,Amiens
49.8987005,2.272457,203000,79.0,4.0,Appartement,80000,80,Amiens
49.8987005,2.272457,202666,62.0,3.0,Appartement,80000,80,Amiens
49.8987005,2.272457,159958,43.0,2.0,Appartement,80000,80,Amiens
49.8987005,2.272457,201000,48.0,2.0,Appartement,80000,80,Amiens
49.8987005,2.272457,311000,80.0,4.0,Appartement,80000,80,Amiens
49.8987005,2.272457,217000,45.0,2.0,Appartement,80000,80,Amiens
49.8987005,2.272457,236000,55.0,3.0,Appartement,80000,80,Amiens
49.8987005,2.272457,252000,72.0,3.0,Appartement,80000,80,Amiens
49.8987005,2.272457,225000,59.0,3.0,Appartement,80000,80,Amiens
49.8987005,2.272457,181000,42.0,2.0,Appartement,80000,80,Amiens
49.8987005,2.272457,429500,95.0,4.0,Appartement,80000,80,Amiens
49.8987005,2.272457,284500,57.0,3.0,Appartement,80000,80,Amiens
49.8987005,2.272457,583000,115.0,5.0,Appartement,80000,80,Amiens
49.8987005,2.272457,380000,83.0,4.0,Appartement,80000,80,Amiens
49.8987005,2.272457,164000,33.0,2.0,Appartement,80000,80,Amiens
49.8987005,2.272457,231000,55.0,3.0,Appartement,80000,80,Amiens
49.8987005,2.272457,255000,76.0,4.0,Appartement,80000,80,Amiens
49.8987005,2.272457,177000,41.0,2.0,Appartement,80000,80,Amiens
49.8987005,2.272457,242000,63.0,3.0,Appartement,80000,80,Amiens
49.8987005,2.272457,355000,90.0,4.0,Appartement,80000,80,Amiens
43.6391219,1.4486548,291900,62.4,3.0,Appartement,31200,81,Toulouse
43.6316416,3.8651679,798000,162.9,6.0,Appartement,34090,81,Montpellier
43.5675736,1.3975057,216000,69.0,3.0,Appartement,31100,82,Toulouse
43.6036188,1.3886893,124400,25.8,1.0,Appartement,31300,82,Toulouse
43.5403693,5.522134,699000,125.1,5.0,Appartement,13100,83,Aix-en-Provence
43.3066116,5.3840371,795000,171.0,7.0,Appartement,13001,83,Marseille
43.2878999,5.3585612,155000,29.0,2.0,Appartement,13007,83,Marseille
43.5403693,5.522134,2990000,350.0,6.0,Maison,13100,84,Aix-en-Provence
47.4943373,-0.5508614,317500,107.0,5.0,Appartement,49100,86,Angers
47.4943373,-0.5508614,176550,73.0,3.0,Appartement,49100,86,Angers
48.5947274,7.7742476,215000,58.0,3.0,Appartement,67000,88,Strasbourg
48.5947274,7.7742476,304000,63.0,3.0,Appartement,67000,88,Strasbourg
48.8493765,2.3322544,399000,24.0,1.0,Appartement,75006,93,Paris
48.9334215,2.3624387,415000,81.0,4.0,Appartement,93200,93,Saint-Denis
48.9334215,2.3624387,357000,67.0,3.0,Appartement,93200,93,Saint-Denis
48.9334215,2.3624387,269000,46.0,2.0,Appartement,93200,93,Saint-Denis
48.8493765,2.3322544,380000,23.0,1.0,Appartement,75006,94,Paris
48.854928,2.2553299,785000,78.7,3.0,Appartement,75016,94,Paris
48.8869876,2.3830496,775000,91.0,4.0,Appartement,75019,94,Paris
48.8295441,2.3780048,870000,65.0,3.0,Appartement,75001,94,Paris
48.854909,2.3128667,1350000,83.7,3.0,Appartement,75007,94,Paris
-20.9022858,55.4815021,470000,165.0,5.0,Maison,97490,974,Saint-Denis
-20.8940223,55.4641732,360000,160.0,5.0,Maison,97417,974,Saint-Denis
-20.8940223,55.4641732,59350,20.0,1.0,Appartement,97400,974,Saint-Denis
-20.8940223,55.4641732,184000,60.0,3.0,Appartement,97400,974,Saint-Denis
-20.8940223,55.4641732,482000,139.0,5.0,Maison,97400,974,Saint-Denis
-20.8940223,55.4641732,294000,135.8,4.0,Appartement,97400,974,Saint-Denis
-20.8940223,55.4641732,1365000,130.0,6.0,Maison,97400,974,Saint-Denis
-20.8940223,55.4641732,346100,270.0,9.0,Maison,97400,974,Saint-Denis
-20.8940223,55.4641732,407300,133.0,5.0,Appartement,97400,974,Saint-Denis
-20.8940223,55.4641732,224000,46.0,2.0,Appartement,97400,974,Saint-Denis
-20.8940223,55.4641732,187250,77.4,3.0,Appartement,97400,974,Saint-Denis
-20.8940223,55.4641732,220000,72.0,3.0,Appartement,97400,974,Saint-Denis
-20.8940223,55.4641732,180000,43.0,2.0,Appartement,97400,974,Saint-Denis
-20.8940223,55.4641732,139520,63.0,3.0,Appartement,97400,974,Saint-Denis
-20.8940223,55.4641732,90000,48.0,2.0,Appartement,97400,974,Saint-Denis
